gbifID,eventDate,verbatimLocality,decimalLatitude,decimalLongitude,plant_id
3892672882,2022-08-12,"Arkendale Rd, Alexandria, VA, US",38.7834866667,-77.0707028333,1
3889026704,2022-08-03,"Alexandria, VA 22305, USA",38.8429733333,-77.062445,1
3888769577,2022-07-31,"S Pickett St, Alexandria, VA, US",38.8071416667,-77.1254888333,1
3881557492,2022-07-11,"Four Mile Run Park, Alexandria, VA, US",38.8403709513,-77.0572162327,1
3881454924,2022-07-29,"Alexandria, VA, US",38.77438,-77.0501111667,2
3874123188,2022-07-17,"Seminary Hill, Alexandria, VA, USA",38.80549415,-77.10720247,3
3874089790,2022-07-10,"Four Mile Run Park, Alexandria, VA, US",38.8406607556,-77.0569098742,2
3873219452,2022-07-10,"Four Mile Run Park, Alexandria, VA, US",38.8401319413,-77.055285126,1
3860027303,2022-06-11,Alexandria,38.7431488037,-77.1614303589,1
3859645865,2022-06-19,"Alexandria, VA, US",38.7736283333,-77.0501028333,1
3858581319,2022-05-27,"Cherokee Ave, Alexandria, VA, US",38.812689716,-77.1575526428,1
3858221819,2021-09-11,Alexandria,38.814655304,-77.1128616333,1
3858178828,2021-09-04,"Burgess Ave, Alexandria, VA, US",38.8358230982,-77.0643032995,1
3773738328,2022-05-01,"Potomac West, Alexandria, VA, USA",38.8411184315,-77.0591508395,1
3773519073,2022-05-03,"Linton Ln, Alexandria, VA, US",38.7165947873,-77.0652624129,1
3773508431,2022-04-29,"Capital Beltway W, Alexandria, VA, US",38.7938916667,-77.0484555,1
3773126497,2022-04-29,"Arkendale Rd, Alexandria, VA, US",38.78363,-77.0706945,1
3773102380,2020-07-13,"Old Town North, Alexandria, VA, US",38.8186651928,-77.0391460364,3
3773072452,2021-10-11,Alexandria,38.8145828247,-77.1189346313,3
3772972433,2022-05-01,"Huntley Meadows Park, Alexandria, VA, US",38.7575866667,-77.0986166667,2
3772851624,2022-04-29,"Contrabands and Freedmen Memorial Cemetery, Alexandria, VA, US",38.7947583333,-77.0501028333,1
3772847021,2022-04-29,"Huntley Meadows Park, Alexandria, VA, US",38.7552508474,-77.1032297499,2
3772799479,2021-10-11,Alexandria,38.814617157,-77.1193237305,3
3772708388,2020-09-22,"James Gunnell Ln, Alexandria, VA, US",38.7957664268,-77.1215624633,3
3772682432,2021-06-13,"Old Town North, Alexandria, VA, USA",38.818728,-77.03916,3
3698303644,2022-02-17,"Huntley Meadows Park, Alexandria, VA, US",38.7560472545,-77.1015573635,2
3698109663,2022-02-19,"Huntley Meadows Park, Alexandria, VA, US",38.7565466667,-77.1006611667,2
3416234312,2021-11-14,Alexandria,38.804725647,-77.1498565674,2
3415922387,2021-11-14,"Clermont Dr, Alexandria, VA, US",38.793668261,-77.1114804986,2
3399479499,2021-10-19,Alexandria,38.8060569763,-77.1533737183,1
3399440452,2021-10-28,"Jones Point Dr, Alexandria, VA, US",38.7939533333,-77.0412528333,1
3391528549,2021-09-18,"Landmark, Alexandria, VA, USA",38.8072932179,-77.1138072298,1
3391355544,2021-09-20,"Landmark, Alexandria, VA, USA",38.8069504352,-77.113887696,1
3385077121,2021-10-03,"Grange Ln, Alexandria, VA, US",38.7746468579,-77.1390942856,1
3384744542,2021-09-27,Alexandria,38.8312759399,-77.0421142578,1
3384480829,2021-09-20,"Mount Vernon Trail, Alexandria, VA, US",38.7101466667,-77.0660861667,1
3384477247,2021-09-25,"Crater Pl, Alexandria, VA, US",38.8337091339,-77.1359815248,1
3384266117,2021-09-16,"Mount Eagle Park, Alexandria, VA, US",38.7898533333,-77.0729,3
3344051405,2020-07-16,"Stokes Ln, Alexandria, VA, US",38.773505,-77.06993883,1
3344028389,2020-05-30,"Fort Willard Park, Alexandria, VA, US",38.78266333,-77.0657055,1
3343976497,2020-09-11,"Alexandria County, US-VA, US",38.801224907,-77.0588761848,1
3343936270,2021-08-26,"Wythe St, Alexandria, VA, US",38.8120533333,-77.05005,1
3343825373,2020-06-13,"Four Mile Run Park, Alexandria, VA, US",38.8402221306,-77.0527503547,1
3343801397,2020-08-01,"Wakefield Dr E, Alexandria, VA, US",38.77260833,-77.05501667,1
3343784416,2020-08-01,"Wakefield Dr E, Alexandria, VA, US",38.77258667,-77.05511383,1
3343784342,2018-06-23,"4009 David Ln, Alexandria, VA 22311, USA",38.8371399297,-77.1352045966,1
3343781369,2020-07-10,"Quander Rd, Alexandria, VA, US",38.77911333,-77.07090833,1
3343765341,2019-06-11,"George Washington Memorial Parkway, Alexandria, VA, US",38.7773885827,-77.0511755826,1
3343754355,2017-08-19,"2908A Richmond Ln, Alexandria, VA, US",38.8322333333,-77.0708388333,1
3343725417,2020-07-27,"Four Mile Run Park, Alexandria, VA, US",38.8401044708,-77.0561009367,1
3343710365,2019-10-09,"Four Mile Run Park, Alexandria, VA, US",38.8407666667,-77.0564721667,1
3343702381,2020-07-10,"Quander Rd, Alexandria, VA, US",38.77927,-77.07116667,1
3337755671,2021-08-17,"Dewitt Ave, Alexandria, VA, US",38.82375,-77.0561528333,1
3337491681,2021-08-03,Alexandria,38.8297538757,-77.1438446045,1
3335093215,2021-07-30,"Huntley Meadows Park, Alexandria, VA, US",38.7500416667,-77.0921166667,2
3307539875,2021-06-15,"Seminary Hill, Alexandria, VA, USA",38.8172077455,-77.1235942841,3
3307434488,2021-06-15,"Landmark, Alexandria, VA, USA",38.8164739572,-77.1234040667,1
3307390765,2021-06-12,"Alexandria, VA, US",38.7737466667,-77.0507445,1
3302194008,2021-05-29,"Huntley Meadows Park, Alexandria, VA, US",38.7563399412,-77.10136774,2
3113466507,2021-04-30,"Belle Haven Park, Alexandria, VA, US",38.7778054923,-77.0494353958,2
3113450502,2021-04-30,"Potomac River, Alexandria, VA, US",38.7783265114,-77.0488338266,2
3112916433,2021-05-03,"Tally Ho Ln, Alexandria, VA, US",38.7834883333,-77.070525,1
3112872129,2021-05-01,"Belle Haven Park, Alexandria, VA, US",38.7774166667,-77.0486528333,1
3112778203,2021-05-01,"Belle View Blvd, Alexandria, VA, US",38.7754366667,-77.0617,1
3112757600,2021-04-30,"George Washington Memorial Pkwy, Alexandria, VA, US",38.7739154852,-77.0511381094,2
3112628000,2021-05-01,"Alexandria, VA, US",38.7714533333,-77.0508805,1
3112612097,2021-05-01,"Alexandria, VA, US",38.7758666667,-77.0496888333,1
3112602922,2021-04-30,"George Washington Memorial Pkwy, Alexandria, VA, US",38.7730510278,-77.0515554793,1
3112526857,2021-04-30,"Arkendale Rd, Alexandria, VA, US",38.7834333333,-77.0709138333,1
3112519531,2021-04-30,"Huntley Meadows Park, Alexandria, VA, US",38.7660714984,-77.1197983716,2
3112452183,2021-05-01,"Belle Haven Park, Alexandria, VA, US",38.7774083333,-77.0486528333,1
3112415120,2021-05-01,"Lucia Ln, Alexandria, VA, US",38.7110366667,-77.0658333333,1
3097267802,2021-04-17,"Founders Park, Alexandria, VA, US",38.808318118,-77.0384498441,2
3070282678,2019-07-06,"6400 Highland Dr, Alexandria, VA, US",38.7796833333,-77.1091471667,3
3061662435,2020-11-09,"Huntley Meadows Park, Alexandria, VA, US",38.761525,-77.1181111667,1
3061576471,2020-11-09,"Huntley Meadows Park, Alexandria, VA, US",38.7619883333,-77.1181195,1
3039282582,2021-02-06,"Gilbert S McCutcheon Park, Alexandria, VA, US",38.754249275,-77.0537197084,2
3031722478,2021-01-09,"Belle Haven Park, Alexandria, VA, US",38.7777166667,-77.0491555,2
2999030735,2020-12-05,Alexandria,38.7787397427,-77.0519443434,2
2992754822,2020-11-29,"Old Town North, Alexandria, VA, US",38.8198701201,-77.0397306063,3
2988664382,2019-09-18,"George Washington's Mount Vernon, Alexandria, VA, US",38.7067516426,-77.0888109829,2
2988573005,2020-11-14,"Alexandria West, Alexandria, VA, USA",38.8295154837,-77.1322095118,1
2988506029,2020-11-14,"Alexandria West, Alexandria, VA, USA",38.8289993799,-77.1324455462,1
2988484783,2020-10-31,"Four Mile Run Park, Alexandria, VA, US",38.84036667,-77.05498617,1
2988377880,2020-11-09,"Claremont, Alexandria, VA, USA",38.8480072983,-77.1024553481,1
2984559750,2020-11-09,"Gadsby Pl, Alexandria, VA, US",38.8333869281,-77.1072195353,2
2984533803,2020-11-09,"Gadsby Pl, Alexandria, VA, US",38.833488361,-77.1065060143,2
2984494781,2020-11-09,"Gadsby Pl, Alexandria, VA, US",38.8330822997,-77.1070447192,2
2984481778,2020-11-09,"Claremont, Alexandria, VA, USA",38.8479571637,-77.1040309636,2
2984459832,2020-11-09,"Gadsby Pl, Alexandria, VA, US",38.8335945548,-77.1071675351,2
2984454037,2020-11-12,"Hunting Creek Rd, Alexandria, VA, US",38.7933014143,-77.0645727935,1
2981089457,2020-08-31,"Four Mile Run Park, Alexandria, VA, US",38.84033833,-77.05512217,1
2980983012,2020-11-02,"S Lee St, Alexandria, VA, US",38.7951236757,-77.0432713477,1
2980963262,2020-11-05,"Potomac River, Alexandria, VA, US",38.7701322372,-77.0462798607,1
2980818244,2020-11-06,"Gadsby Pl, Alexandria, VA, US",38.833440431,-77.1071034397,2
2963961536,2020-10-18,"Green Spring Gardens, Alexandria, VA, US",38.8262784222,-77.1572333684,1
2963961532,2020-10-17,"S Royal St, Alexandria, VA, US",38.79393333,-77.04585283,1
2963959449,2020-09-26,"Fort Hunt Park, Alexandria, VA, US",38.7136857645,-77.050991964,2
2963925524,2020-10-12,"Jones Point Dr, Alexandria, VA, US",38.7910231457,-77.0419946299,1
2901611766,2020-10-17,"Woodrow Wilson Memorial Bridge, Alexandria, VA, US",38.7929349158,-77.0399559074,2
2901599666,2020-10-16,"Alexandria, VA 22305, USA",38.8443049713,-77.0635651052,1
2898491505,2020-09-20,"Claremont, Alexandria, VA, USA",38.8493609175,-77.1036447255,1
2898485164,2020-10-10,"Summit Terr, Alexandria, VA, US",38.78346333,-77.06382783,1
2898482406,2020-07-05,"Paul Spring Rd, Alexandria, VA, US",38.7597282356,-77.0624004992,1
2898472345,2019-08-17,"Huntley Meadows Park, Alexandria, VA, US",38.7551028142,-77.1035950632,1
2898470166,2020-10-10,"Edgehill Dr, Alexandria, VA, US",38.78352833,-77.06311667,1
